timestamp,phase,tool_id,chamber_id,recipe_group,monitor_type,metric_name,value,unit,lot_id_hash,monitor_wafer_id_hash,measurement_id,sequence_id
2026-01-01 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Thickness,thickness_sigma,0.060660338049851055,nm,LOT_611acf81ae3a,WFR_bdbe3584ef00,MEA_6e07aa57e610,1
2026-01-01 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Thickness,thickness_wiw_stdev,1.212935280286317,nm,LOT_611acf81ae3a,WFR_f575deeb8066,MEA_5e84bbc74523,1
2026-01-01 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Thickness,thickness_xbar,100.24057165227921,nm,LOT_611acf81ae3a,WFR_658387a0574c,MEA_6445292dd581,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Particle,particle_cluster_adder,1.0,count,LOT_3d92d7a354d4,WFR_1a8a96d86169,MEA_14f739aeee50,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Particle,particle_large_adder,0.0,count,LOT_3d92d7a354d4,WFR_cd8c9838fa37,MEA_b4aa14fec095,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Particle,particle_total_adder,1.0,count,LOT_3d92d7a354d4,WFR_0f3e47ce082e,MEA_443343b30feb,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Thickness,thickness_rtr_mean,100.10054068647857,nm,LOT_3d92d7a354d4,WFR_db81e2ece59c,MEA_1ab60ebacb2e,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Thickness,thickness_sigma,0.06006208002971772,nm,LOT_3d92d7a354d4,WFR_1bb437d8974b,MEA_ab19d53b0550,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Thickness,thickness_wiw_stdev,1.2086638430661338,nm,LOT_3d92d7a354d4,WFR_62ec6ff90b36,MEA_5b4127f39fda,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Thickness,thickness_xbar,100.10054068647857,nm,LOT_3d92d7a354d4,WFR_73e0c443fe31,MEA_cbcd31bc4255,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_OXIDE_A,Particle,particle_cluster_adder,0.0,count,LOT_466c8b83ed74,WFR_522a3a7d9d9d,MEA_e9f19d439f85,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_OXIDE_A,Particle,particle_large_adder,0.0,count,LOT_466c8b83ed74,WFR_1fc73b0718e2,MEA_cedc865310f5,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_OXIDE_A,Particle,particle_total_adder,3.0,count,LOT_466c8b83ed74,WFR_70ab4a7ee49b,MEA_437a55f0aca4,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_OXIDE_A,Thickness,thickness_rtr_mean,100.28127494180532,nm,LOT_466c8b83ed74,WFR_eefeb615dac7,MEA_e40ce92fbf39,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_OXIDE_A,Thickness,thickness_sigma,0.059715248973228066,nm,LOT_466c8b83ed74,WFR_9f59ab5c2905,MEA_7add6eff38b9,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_OXIDE_A,Thickness,thickness_wiw_stdev,1.2149881966967697,nm,LOT_466c8b83ed74,WFR_3b6bb8349564,MEA_3b4500449a99,1
2026-01-01 08:00:00,baseline,RTO_A01,CH2,RTO_OXIDE_A,Thickness,thickness_xbar,100.28127494180532,nm,LOT_466c8b83ed74,WFR_9e250fe39da2,MEA_a0da7648c379,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_BASELINE,Particle,particle_cluster_adder,1.0,count,LOT_ea656bddba4b,WFR_22a523aa740c,MEA_9fd068dac5f9,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_BASELINE,Particle,particle_large_adder,0.0,count,LOT_ea656bddba4b,WFR_23a2a36405fb,MEA_1bdfe088ddf9,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_BASELINE,Particle,particle_total_adder,2.0,count,LOT_ea656bddba4b,WFR_ad450642849c,MEA_d02d28045147,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_BASELINE,Thickness,thickness_rtr_mean,100.05792984377192,nm,LOT_ea656bddba4b,WFR_ad46c126ea4c,MEA_e80d9ca896be,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_BASELINE,Thickness,thickness_sigma,0.060657289168745895,nm,LOT_ea656bddba4b,WFR_4bca0ab559d7,MEA_29e15697067a,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_BASELINE,Thickness,thickness_wiw_stdev,1.206127606708428,nm,LOT_ea656bddba4b,WFR_3e0e30f8daf1,MEA_234edc9b4800,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_BASELINE,Thickness,thickness_xbar,100.05792984377192,nm,LOT_ea656bddba4b,WFR_46bb17e497da,MEA_bb09e28570f4,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_OXIDE_A,Particle,particle_cluster_adder,2.0,count,LOT_fc9a4229d269,WFR_caa287c4b022,MEA_b3e4f6e5e359,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_OXIDE_A,Particle,particle_large_adder,0.0,count,LOT_fc9a4229d269,WFR_9c0687ec81ef,MEA_63aa8f91cb9f,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_OXIDE_A,Particle,particle_total_adder,0.0,count,LOT_fc9a4229d269,WFR_966d68d30a83,MEA_af9da28630b8,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_OXIDE_A,Thickness,thickness_rtr_mean,100.2391832227455,nm,LOT_fc9a4229d269,WFR_803197798bf3,MEA_03de32c80099,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_OXIDE_A,Thickness,thickness_sigma,0.062318684930530575,nm,LOT_fc9a4229d269,WFR_9e2c6fc59781,MEA_f6bc386ebe90,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_OXIDE_A,Thickness,thickness_wiw_stdev,1.2134387646686335,nm,LOT_fc9a4229d269,WFR_b3d77686a538,MEA_f26981894d8d,1
2026-01-01 08:00:00,baseline,RTO_A02,CH1,RTO_OXIDE_A,Thickness,thickness_xbar,100.2391832227455,nm,LOT_fc9a4229d269,WFR_1e0ae0ade85f,MEA_aea39c6749c3,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_BASELINE,Particle,particle_cluster_adder,2.0,count,LOT_149ab43232ed,WFR_bd672c719192,MEA_1c527ad84297,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_BASELINE,Particle,particle_large_adder,0.0,count,LOT_149ab43232ed,WFR_7b784f3de169,MEA_e9d49b9ae18a,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_BASELINE,Particle,particle_total_adder,5.0,count,LOT_149ab43232ed,WFR_f68baa5f80b5,MEA_2077a001d206,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_BASELINE,Thickness,thickness_rtr_mean,100.09954141469291,nm,LOT_149ab43232ed,WFR_e0fdf02f0f09,MEA_3a9513a6b997,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_BASELINE,Thickness,thickness_sigma,0.0604296221646717,nm,LOT_149ab43232ed,WFR_b376fd1744e8,MEA_bf655e09c69f,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_BASELINE,Thickness,thickness_wiw_stdev,1.2076570736619117,nm,LOT_149ab43232ed,WFR_81814aab939b,MEA_8addd9fa2cd3,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_BASELINE,Thickness,thickness_xbar,100.09954141469291,nm,LOT_149ab43232ed,WFR_ce85188bdcac,MEA_6d29300c4913,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_OXIDE_A,Particle,particle_cluster_adder,0.0,count,LOT_900d4a1ed424,WFR_fe16d2772783,MEA_7f7eb0e114c5,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_OXIDE_A,Particle,particle_large_adder,0.0,count,LOT_900d4a1ed424,WFR_8153b3e5d152,MEA_4df5ea1bb41a,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_OXIDE_A,Particle,particle_total_adder,3.0,count,LOT_900d4a1ed424,WFR_9dbdc85698ba,MEA_e5df9f598950,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_OXIDE_A,Thickness,thickness_rtr_mean,100.28193459847171,nm,LOT_900d4a1ed424,WFR_2d9d0f374fd7,MEA_3efc346a7a53,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_OXIDE_A,Thickness,thickness_sigma,0.059605137669723106,nm,LOT_900d4a1ed424,WFR_ac2edede9f38,MEA_a040b890c41d,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_OXIDE_A,Thickness,thickness_wiw_stdev,1.2146099996107664,nm,LOT_900d4a1ed424,WFR_0ef9ab0c67b9,MEA_5f9e7509b1cf,1
2026-01-01 08:00:00,baseline,RTO_A02,CH2,RTO_OXIDE_A,Thickness,thickness_xbar,100.28193459847171,nm,LOT_900d4a1ed424,WFR_79f58f750990,MEA_570d2673f8be,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_BASELINE,Particle,particle_cluster_adder,0.0,count,LOT_b605b10fc161,WFR_56317add6f0a,MEA_cee0d4921843,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_BASELINE,Particle,particle_large_adder,0.0,count,LOT_b605b10fc161,WFR_8fb09fa974f8,MEA_a76a0e4d7c8f,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_BASELINE,Particle,particle_total_adder,1.0,count,LOT_b605b10fc161,WFR_9ad555180e49,MEA_c2d7f02e5da3,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_BASELINE,Thickness,thickness_rtr_mean,100.05945814373969,nm,LOT_b605b10fc161,WFR_eb75945e956f,MEA_975b852875ef,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_BASELINE,Thickness,thickness_sigma,0.0621189286517921,nm,LOT_b605b10fc161,WFR_82622100f1f2,MEA_daa528161ca6,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_BASELINE,Thickness,thickness_wiw_stdev,1.205691853455904,nm,LOT_b605b10fc161,WFR_ae2abcb7aa45,MEA_277655d6ec41,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_BASELINE,Thickness,thickness_xbar,100.05945814373969,nm,LOT_b605b10fc161,WFR_d936334e40c4,MEA_df3e85060d8f,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_OXIDE_A,Particle,particle_cluster_adder,0.0,count,LOT_dddcfff8b915,WFR_66224c5c6f27,MEA_cd478873ee7e,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_OXIDE_A,Particle,particle_large_adder,0.0,count,LOT_dddcfff8b915,WFR_95792f006c0c,MEA_1cb5f93581eb,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_OXIDE_A,Particle,particle_total_adder,2.0,count,LOT_dddcfff8b915,WFR_433c54b17e50,MEA_efddb3998438,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_OXIDE_A,Thickness,thickness_rtr_mean,100.24057643812618,nm,LOT_dddcfff8b915,WFR_302ca8e5acfb,MEA_53c50a65a3c4,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_OXIDE_A,Thickness,thickness_sigma,0.05908566624614316,nm,LOT_dddcfff8b915,WFR_14bed4e098c0,MEA_aeb554b1448c,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_OXIDE_A,Thickness,thickness_wiw_stdev,1.2131553397986496,nm,LOT_dddcfff8b915,WFR_ee93be3e2f1e,MEA_68f660fd4ba5,1
2026-01-01 08:00:00,baseline,RTO_A03,CH1,RTO_OXIDE_A,Thickness,thickness_xbar,100.24057643812618,nm,LOT_dddcfff8b915,WFR_2c7219c9568d,MEA_c3e77045a8d8,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_BASELINE,Particle,particle_cluster_adder,2.0,count,LOT_920c3d3af88d,WFR_f70a84b06e65,MEA_7fd9e5d2dc14,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_BASELINE,Particle,particle_large_adder,0.0,count,LOT_920c3d3af88d,WFR_3cecc511114e,MEA_8023500c9ae8,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_BASELINE,Particle,particle_total_adder,4.0,count,LOT_920c3d3af88d,WFR_6a6f5e2050c9,MEA_5e9b6098d2c3,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_BASELINE,Thickness,thickness_rtr_mean,100.10060310461364,nm,LOT_920c3d3af88d,WFR_c52dc702ca96,MEA_1cebf88ac18e,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_BASELINE,Thickness,thickness_sigma,0.06055150008216415,nm,LOT_920c3d3af88d,WFR_db21c626c432,MEA_e42ce18ccb33,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_BASELINE,Thickness,thickness_wiw_stdev,1.207807724944991,nm,LOT_920c3d3af88d,WFR_6413efc26fb6,MEA_b56a24e3b50c,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_BASELINE,Thickness,thickness_xbar,100.10060310461364,nm,LOT_920c3d3af88d,WFR_396eb36d62d8,MEA_3d800065a590,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_OXIDE_A,Particle,particle_cluster_adder,2.0,count,LOT_9d3c6afdaa4c,WFR_664d20cce23b,MEA_964644e22c45,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_OXIDE_A,Particle,particle_large_adder,0.0,count,LOT_9d3c6afdaa4c,WFR_5f59167555fd,MEA_37736d2723b6,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_OXIDE_A,Particle,particle_total_adder,5.0,count,LOT_9d3c6afdaa4c,WFR_015f6daafa01,MEA_e93a546df52c,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_OXIDE_A,Thickness,thickness_rtr_mean,100.27913908333309,nm,LOT_9d3c6afdaa4c,WFR_a29b9c1a3871,MEA_8faf98551eb7,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_OXIDE_A,Thickness,thickness_sigma,0.06037426867725942,nm,LOT_9d3c6afdaa4c,WFR_91d47f237db1,MEA_264c1b9b44c1,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_OXIDE_A,Thickness,thickness_wiw_stdev,1.2153027052634806,nm,LOT_9d3c6afdaa4c,WFR_dc34aa27ce27,MEA_98dfc103f896,1
2026-01-01 08:00:00,baseline,RTO_A03,CH2,RTO_OXIDE_A,Thickness,thickness_xbar,100.27913908333309,nm,LOT_9d3c6afdaa4c,WFR_95239db0ae4b,MEA_2323c35166a7,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_BASELINE,Particle,particle_cluster_adder,0.0,count,LOT_1565a260bbfa,WFR_bae06cab3121,MEA_86f2df62a658,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_BASELINE,Particle,particle_large_adder,0.0,count,LOT_1565a260bbfa,WFR_715c3bbd9d6a,MEA_5254c5ac1cba,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_BASELINE,Particle,particle_total_adder,4.0,count,LOT_1565a260bbfa,WFR_5afc78b7c953,MEA_21d0a79fa234,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_BASELINE,Thickness,thickness_rtr_mean,100.05927124541421,nm,LOT_1565a260bbfa,WFR_fc99395e8244,MEA_551826d68897,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_BASELINE,Thickness,thickness_sigma,0.06049413767454774,nm,LOT_1565a260bbfa,WFR_6de71c1f12c7,MEA_0db9eb2d2bb2,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_BASELINE,Thickness,thickness_wiw_stdev,1.2063054224582055,nm,LOT_1565a260bbfa,WFR_10fd3e25305c,MEA_f90a77c113e7,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_BASELINE,Thickness,thickness_xbar,100.05927124541421,nm,LOT_1565a260bbfa,WFR_e5ec7df913e0,MEA_00f97a1dbaf6,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_OXIDE_A,Particle,particle_cluster_adder,1.0,count,LOT_d1e66db6ee66,WFR_6ac17305aeae,MEA_bc7b0f6b0649,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_OXIDE_A,Particle,particle_large_adder,0.0,count,LOT_d1e66db6ee66,WFR_c30e5bc8f67c,MEA_5b4137dbfd11,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_OXIDE_A,Particle,particle_total_adder,4.0,count,LOT_d1e66db6ee66,WFR_1e37c2f9bbe4,MEA_8b1ba4926bae,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_OXIDE_A,Thickness,thickness_rtr_mean,100.2403389477424,nm,LOT_d1e66db6ee66,WFR_3318c552536a,MEA_905ad65e2b71,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_OXIDE_A,Thickness,thickness_sigma,0.06095609057605136,nm,LOT_d1e66db6ee66,WFR_14b5542c1582,MEA_eabb0f48f6b2,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_OXIDE_A,Thickness,thickness_wiw_stdev,1.2137615473152208,nm,LOT_d1e66db6ee66,WFR_24f4430dcb5a,MEA_2cfb4792f0e0,1
2026-01-01 08:00:00,baseline,RTO_A04,CH1,RTO_OXIDE_A,Thickness,thickness_xbar,100.2403389477424,nm,LOT_d1e66db6ee66,WFR_2975148a2529,MEA_e688721c4edc,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_BASELINE,Particle,particle_cluster_adder,2.0,count,LOT_447c389ac77a,WFR_e8b686936829,MEA_621ebbfb7a21,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_BASELINE,Particle,particle_large_adder,0.0,count,LOT_447c389ac77a,WFR_cf6617b671d1,MEA_cd388480647b,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_BASELINE,Particle,particle_total_adder,4.0,count,LOT_447c389ac77a,WFR_0d7cbd86ac9a,MEA_78d7eaf7920f,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_BASELINE,Thickness,thickness_rtr_mean,100.10304340090548,nm,LOT_447c389ac77a,WFR_aa1e30309955,MEA_371441c5e344,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_BASELINE,Thickness,thickness_sigma,0.0597457747012875,nm,LOT_447c389ac77a,WFR_a41a6d00850d,MEA_d88b6e3ea88c,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_BASELINE,Thickness,thickness_wiw_stdev,1.2081006724266075,nm,LOT_447c389ac77a,WFR_a790d7ae5321,MEA_993bd85b2afb,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_BASELINE,Thickness,thickness_xbar,100.10304340090548,nm,LOT_447c389ac77a,WFR_6bacc88c9b3e,MEA_719d8d813880,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_OXIDE_A,Particle,particle_cluster_adder,1.0,count,LOT_86eedd198b71,WFR_20823a0e8d70,MEA_e3d5ce3dbd1b,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_OXIDE_A,Particle,particle_large_adder,0.0,count,LOT_86eedd198b71,WFR_0af3424bad07,MEA_3574c8539267,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_OXIDE_A,Particle,particle_total_adder,3.0,count,LOT_86eedd198b71,WFR_b0ddae536881,MEA_6493b94f6d80,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_OXIDE_A,Thickness,thickness_rtr_mean,100.27861976891771,nm,LOT_86eedd198b71,WFR_3e84756d0992,MEA_8409bda9dc61,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_OXIDE_A,Thickness,thickness_sigma,0.06066525196537197,nm,LOT_86eedd198b71,WFR_bd165b02efe4,MEA_13e78b9d62b3,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_OXIDE_A,Thickness,thickness_wiw_stdev,1.214311816180577,nm,LOT_86eedd198b71,WFR_a799db61bf2b,MEA_f4420d91db1f,1
2026-01-01 08:00:00,baseline,RTO_A04,CH2,RTO_OXIDE_A,Thickness,thickness_xbar,100.27861976891771,nm,LOT_86eedd198b71,WFR_3178e7a16ab5,MEA_b2479464db83,1
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_BASELINE,Particle,particle_cluster_adder,0.0,count,LOT_4dc0ed7c28cb,WFR_9beaa142cb95,MEA_72de6efcf8f7,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_BASELINE,Particle,particle_large_adder,0.0,count,LOT_4dc0ed7c28cb,WFR_ac90e3a3cf6b,MEA_d4945af4e688,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_BASELINE,Particle,particle_total_adder,0.0,count,LOT_4dc0ed7c28cb,WFR_415c7b5c0391,MEA_8ae8d3939699,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_BASELINE,Thickness,thickness_rtr_mean,99.99926473297351,nm,LOT_4dc0ed7c28cb,WFR_7b159fd625c8,MEA_d304d8a239fc,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_BASELINE,Thickness,thickness_sigma,0.08675450839696859,nm,LOT_4dc0ed7c28cb,WFR_f1d20b96bbb4,MEA_1ea506e6eed3,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_BASELINE,Thickness,thickness_wiw_stdev,1.193832557485007,nm,LOT_4dc0ed7c28cb,WFR_22b1b1f8fd22,MEA_e3e5a0f06148,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_BASELINE,Thickness,thickness_xbar,99.93792003178751,nm,LOT_4dc0ed7c28cb,WFR_8920ab6e9671,MEA_9f2dfdda9144,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Particle,particle_cluster_adder,2.0,count,LOT_679e91f4a80c,WFR_31f77166970c,MEA_f4aed135aaa8,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Particle,particle_large_adder,0.0,count,LOT_679e91f4a80c,WFR_230841ad8a1a,MEA_ebdb04f6c9cb,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Particle,particle_total_adder,2.0,count,LOT_679e91f4a80c,WFR_f5558fdac92d,MEA_8248e2dc0450,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Thickness,thickness_rtr_mean,100.18159182788132,nm,LOT_679e91f4a80c,WFR_df651c56c4f4,MEA_fe4b4bb50dfb,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Thickness,thickness_sigma,0.0834100675698863,nm,LOT_679e91f4a80c,WFR_ea906c5d514c,MEA_830f2bffc906,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Thickness,thickness_wiw_stdev,1.2007615696109162,nm,LOT_679e91f4a80c,WFR_4bafd8a038b3,MEA_299606722e0e,2
2026-01-02 08:00:00,baseline,RTO_A01,CH1,RTO_OXIDE_A,Thickness,thickness_xbar,100.12261200348343,nm,LOT_679e91f4a80c,WFR_1e6b4ecaf8dd,MEA_51b636ea2e61,2
2026-01-02 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Particle,particle_cluster_adder,2.0,count,LOT_5ec5aed2011b,WFR_66a0ca1d1871,MEA_81962e298210,2
2026-01-02 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Particle,particle_large_adder,0.0,count,LOT_5ec5aed2011b,WFR_9dab393bcae6,MEA_32cc36e27ee7,2
2026-01-02 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Particle,particle_total_adder,2.0,count,LOT_5ec5aed2011b,WFR_42bc3f4bc086,MEA_1f5f021f5a36,2
2026-01-02 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Thickness,thickness_rtr_mean,100.03940699797454,nm,LOT_5ec5aed2011b,WFR_be85aff5f76d,MEA_da0b045a67cb,2
2026-01-02 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Thickness,thickness_sigma,0.0864560914002746,nm,LOT_5ec5aed2011b,WFR_fca348b0dba9,MEA_e5ece562b612,2
2026-01-02 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Thickness,thickness_wiw_stdev,1.1959654310326369,nm,LOT_5ec5aed2011b,WFR_f5d03a1b5729,MEA_6ff7a9d08138,2
2026-01-02 08:00:00,baseline,RTO_A01,CH2,RTO_BASELINE,Thickness,thickness_xbar,99.97827330947052,nm,LOT_5ec5aed2011b,WFR_36a784764da0,MEA_f0c1439269b6,2
